gene,detected_spots
RPL22L1,41
EIF5A2,9
SLC2A2,1
TNIK,6
PLD1,41
PP13439,4
FNDC3B,3
TNFSF10,101
RP11.408H1.3,5
NCEH1,4
NAALADL2,1
RP11.523G9.3,1
RP11.71G7.1,27
TBL1XR1,27
KCNMB2,7
ZMAT3,50
PIK3CA,21
KCNMB3,1
ZNF639,24
MFN1,17
RP11.145M9.4,4
AC007620.3,2
GNB4,6
ACTL6A,1
MRPL47,32
NDUFB5,52
USP13,10
PEX5L,5
RNA5SP149,8
TTC14,72
FXR1,8
DNAJC19,106
RNU6.4P,13
SOX2,3
SOX2.OT,5
ATP11B,8
DCUN1D1,1
MCCC1.AS1,2
MCCC1,154
LAMP3,2
B3GNT5,4
KLHL24,8
YEATS2.AS1,58
YEATS2,9
MAP6D1,7
PARL,60
ABCC5,20
DVL3,195
AP2M1,186
ABCF3,8
VWA5B2,15
ALG3,8
ECE2,7
CAMK2N2,2
PSMD2,147
EIF4G1,134
FAM131A,23
POLR2H,46
CHRD,11
RP11.433C9.2,0
EIF2B5.AS1,0
EIF2B5,85
EPHB3,2
MAGEF1,54
VPS8,8
C3orf70,3
EHHADH,1
MAP3K13,19
TMEM41A,80
LIPH,31
SENP2,17
IGF2BP2,1
TRA2B,39
ETV5,2
DGKG,6
CRYGS,47
DNAJB11,123
FETUB,3
HRG,1
KNG1,89
EIF4A2,328
RFC4,8
RP11.573D15.2,1
ADIPOQ,1
RPL39L,2
MASP1,1
RTP4,6
BCL6,163
LPP,54
TP63,69
LEPREL1,2
RN7SL486P,0
CLDN1,119
IL1RAP,2
CCDC50,105
MB21D2,1
ATP13A5,1
ATP13A4,3
OPA1,93
HES1,57
ATP13A3,24
TMEM44,4
LSG1,21
XXYLT1,7
RNU6.25P,1
ACAP2.IT1,1
ACAP2,57
PPP1R2,60
APOD,44
RP11.141C7.4,40
LINC00969,133
MUC20,91
TNK2,133
RP11.352G9.1,27
RNU2.11P,1
RP11.480A16.1,13
TFRC,205
LINC00885,31
PCYT1A,63
TCTEX1D2,7
TM4SF19.AS1,1
UBXN7,2
RNF168,11
WDR53,4
FBXO45,43
PIGX,83
RNU6.42P,4
PAK2,77
SENP5,25
NCBP2,16
NCBP2.AS2,60
PIGZ,5
MFI2,47
MFI2.AS1,69
DLG1,72
RP13.616I3.1,17
BDH1,166
AC024560.2,1
KIAA0226,7
FYTTD1,139
LRCH3,87
IQCG,52
RPL35A,388
LMLN,2
ZNF141,1
ZNF721,7
PIGG,125
RP11.1263C18.1,2
RN7SL358P,1
RP11.1191J2.2,1
PDE6B,12
ATP5I,363
MYL5,26
MFSD7,5
PCGF3,26
CPLX1,15
GAK,134
TMEM175,104
DGKQ,46
IDUA,2
FGFRL1,4
AC092535.3,1
SPON2,45
RP11.20I20.4,1
CTBP1,147
CTBP1.AS2,1
MAEA,169
CRIPAK,72
SLBP,18
TMEM129,10
TACC3,11
FGFR3,248
LETM1,29
SCARNA22,1
WHSC1,56
NELFA,7
C4orf48,12
NAT8L,24
POLN,6
HAUS3,42
MXD4,96
ZFYVE28,6
RNF4,76
FAM193A,87
TNIP2,16
SH3BP2,15
ADD1,172
MFSD10,22
NOP14.AS1,64
NOP14,21
GRK4,1
HTT,40
MSANTD1,0
RGS12,27
LRPAP1,110
AC141928.1,1
ADRA2C,8
TMEM128,38
LYAR,1
NSG1,12
STX18,12
MSX1,2
CYTL1,3
C4orf6,1
CRMP1,2
EVC,10
JAKMIP1,7
WFS1,67
PPP2R2C,5
MAN2B2,122
MRFAP1,236
RP11.539L10.3,0
AC093323.3,7
RP11.539L10.2,0
S100P,28
MRFAP1L1,148
BLOC1S4,15
KIAA0232,43
TBC1D14,87
CCDC96,2
TADA2B,9
GRPEL1,112
RP11.367J11.3,1
PSAPL1,324
SORCS2,2
AFAP1,8
SH3TC1,12
HTRA3,1
RP11.774O3.1,1
RP11.774O3.3,214
ACOX3,40
TRMT44,61
USP17L20,0
SLC2A9,8
WDR1,159
ZNF518B,7
HS3ST1,1
RAB28,2
BOD1L1,8
LINC00504,3
CPEB2.AS1,2
CPEB2,58
FBXL5,20
FAM200B,16
CD38,1
TAPT1,14
TAPT1.AS1,4
LDB2,1
QDPR,23
ENSG00000238536,1
LAP3,151
MED28,72
DCAF16,13
LCORL,32
RP11.3J1.1,0
SLIT2.IT1,0
SLIT2,10
PACRGL,44
KCNIP4,1
GPR125,16
PPARGC1A,45
DHX15,105
RP11.496D24.2,28
SOD3,46
LGI2,1
SEPSECS,3
PI4K2B,23
ANAPC4,98
SLC34A2,3
SEL1L3,1
SMIM20,15
RBPJ,12
TBC1D19,42
STIM2,31
PCDH7,8
ARAP2,8
RP11.103J17.2,1
KIAA1239,1
RELL1,1
PGM2,3
TBC1D1,5
KLF3,22
FAM114A1,2
KLHL5,5
WDR19,7
RNU6.32P,1
RFC1,104
RPL9,466
LIAS,12
UGDH,1
SMIM14,47
RP11.539G18.2,3
UBE2K,29
PDS5A,25
N4BP2,3
RP11.395I6.3,48
RHOH,1
CHRNA9,2
RBM47,127
NSUN7,0
APBB2,11
UCHL1,71
LIMCH1,5
TMEM33,51
SLC30A9,111
SHISA3,2
ATP8A1,22
RP11.328N19.1,4
KCTD8,1
GUF1,92
GNPDA2,3
GABRG1,3
RP11.320H14.1,2
GABRA2,7
GABRA4,17
GABRB1,1
RP11.731J8.2,6
COMMD8,14
ATP10D,20
CORIN,3
NFXL1,13
CNGA1,1
NIPAL1,17
TXK,1
SLAIN2,43
FRYL,87
OCIAD1,55
OCIAD2,11
CWH43,9
DCUN1D4,6
LRRC66,1
SGCB,55
SPATA18,10
USP46,8
USP46.AS1,18
DANCR,87
RASL11B,1
SCFD2,56
LNX1,32
RP11.317M11.1,1
GSX2,1
FIP1L1,3
PDGFRA,5
KIT,4
RP11.273B19.1,4
KDR,13
SRD5A3,6
TMEM165,42
CLOCK,23
NMU,1
EXOC1,62
CEP135,36
RNA5SP161,1
AASDH,7
PPAT,3
RP11.646I6.6,3
PAICS,25
SRP72,102
HOPX,18
SPINK2,5
REST,22
NOA1,4
POLR2B,142
IGFBP7,99
RP11.506N2.1,1
RP11.798L4.1,1
LPHN3,3
EPHA5,1
CENPC,1
STAP1,2
UBA6,149
TMPRSS11BNL,1
YTHDC1,21
TMPRSS11E,19
SULT1B1,1
MUC7,10
UTP3,36
RUFY3,32
GRSF1,232
MOB1B,15
DCK,4
SLC4A4,2
RP11.545L5.1,1
COX18,17
ANKRD17,100
RP11.692D12.1,0
ALB,334
RASSF6,12
CXCL5,1
CXCL2,1
MTHFD2L,60
PARM1,54
RCHY1,6
THAP6,9
CDKL2,1
G3BP2,41
USO1,80
NAAA,24
SDAD1,11
CXCL9,66
CXCL10,90
CXCL11,0
NUP54,23
SCARB2,172
FAM47E,1
FAM47E.STBD1,1
SHROOM3,7
SEPT11,180
CCNI,195
CCNG2,24
CXCL13,2
CNOT6L,42
MRPL1,22
FRAS1,2
ANXA3,1
BMP2K,11
PAQR3,2
ANTXR2,1
PRDM8,8
FGF5,4
RASGEF1B,5
RP11.127B20.2,9
HNRNPD,126
HNRNPDL,319
ENOPH1,4
TMEM150C,2
SCD5,19
SEC31A,9
THAP9.AS1,34
COPS4,6
PLAC8,0
COQ2,5
MRPS18C,44
FAM175A,8
CDS1,111
WDFY3,17
RP13.514E23.2,3
ARHGAP24,15
RP13.514E23.1,5
MAPK10,8
PTPN13,6
C4orf36,3
AFF1,60
KLHL8,2
HSD17B11,2
NUDT9,7
SPARCL1,77
RP11.742B18.1,1
SPP1,11
PKD2,5
PPM1K,74
RP11.10L7.1,1
HERC6,23
HERC5,36
PYURF,125
RNU6.33P,5
NAP1L5,18
HERC3,1
FAM13A.AS1,19
FAM13A,45
TIGD2,1
GPRIN3,4
SNCA,8
MMRN1,0
GRID2,1
ATOH1,1
SMARCAD1,7
PDLIM5,126
BMPR1B,4
UNC5C,1
RP11.145G20.1,1
RAP1GDS1,25
TSPAN5,11
RP11.1299A16.3,5
EIF4E,6
METAP1,51
ADH5,15
TRMT10A,16
DAPP1,26
LAMTOR3,42
DNAJB14,4
H2AFZ,68
DDIT4L,2
RP11.588P8.1,1
EMCN,3
PPP3CA,63
AP001816.1,67
BANK1,1
SLC39A8,18
NFKB1,8
MANBA,2
UBE2D3,203
CISD2,80
BDH2,1
CENPE,2
RP11.297P16.4,3
AC004069.2,4
TET2,36
PPA2,62
INTS12,4
RP11.710F7.3,4
TBCK,8
AIMP1,41
DKK2,1
PAPSS1,82
SGMS2,0
RP11.286E11.1,42
CYP2U1,1
HADH,153
LEF1,2
RPL34.AS1,2
RPL34,433
OSTC,42
ETNPPL,5
COL25A1,5
SEC24B,8
CCDC109B,27
AC004067.5,2
PLA2G12A,41
CFI,4
GAR1,54
LRIT3,1
RP11.255I10.2,1
C4orf32,20
AP1AR,15
TIFA,6
ALPK1,15
C4orf21,22
MIR302B,3
LARP7,12
ANK2,26
CAMK2D,17
ARSJ,12
MTRNR2L13,3
TRAM1L1,1
SNHG8,227
PRSS12,72
METTL14,3
SEC24D,6
SYNPO2,10
RP11.21I10.2,1
USP53,27
C4orf3,207
MAD2L1,1
QRFPR,13
ANXA5,51
EXOSC9,1
BBS7,1
KIAA1109,11
FGF2,0
SPATA5,2
SPRY1,7
ANKRD50,3
INTU,22
HSPA4L,6
MFSD8,29
C4orf29,115
LARP1B,25
PGRMC2,164
RP11.420A23.1,48
PHF17,41
SCLT1,29
C4orf33,13
RNU1.89P,1
SLC7A11,2
ELF2,104
NDUFC1,70
NAA15,3
RP11.83A24.2,7
RAB33B,3
SETD7,10
MGST2,15
MAML3,2
RP11.425I13.3,5
SCOC,20
ELMOD2,5
TBC1D9,1
RNF150,3
ZNF330,90
IL15,5
INPP4B,28
USP38,15
GAB1,105
SMARCA5,17
FREM3,1
HHIP,2
ANAPC10,32
ABCE1,58
OTUD4,19
SMAD1,14
MMAA,20
ZNF827,3
LSM6,22
SLC10A7,0
EDNRA,1
TMEM184C,2
PRMT10,2
ARHGAP10,56
NR3C2,1
DCLK2,5
LRBA,6
RPS3A,450
SH3D19,14
FAM160A1,3
RP11.164P12.4,11
PET112,60
RP11.164P12.3,66
FBXW7,32
TMEM154,5
RP11.768B22.2,1
ARFIP1,7
FHDC1,5
TRIM2,78
KIAA0922,2
TLR2,3
RNF175,9
SFRP2,15
PLRG1,74
FGB,1
RP11.21G20.3,1
RP11.92A5.2,1
MAP9,6
GUCY1A3,4
RP11.588K22.2,5
GUCY1B3,5
CTSO,0
RP11.171N4.4,5
GLRB,13
GRIA2,54
FAM198B,1
TMEM144,4
RXFP1,1
ETFDH,99
PPID,22
FNIP2,30
RAPGEF2,1
U3,2
NAF1,2
NPY1R,3
TKTL2,1
TMA16,6
FAM218A,1
TMEM192,23
KLHL2,10
MSMO1,287
CPE,173
TLL1,0
SPOCK3,3
DDX60,45
DDX60L,88
PALLD,48
CBR4,102
SH3RF1,11
NEK1,0
CLCN3,112
C4orf27,11
MFAP3L,34
RP11.789C1.1,1
HMGB2,22
SAP30,1
SCRG1,5
HAND2.AS1,1
FBXO8,5
CEP44,6
HPGD,81
GLRA3,3
GPM6A,68
WDR17,7
SPCS3,166
AGA,54
AC108142.1,43
TENM3,3
DCTD,29
WWC2,11
ENSG00000238596,4
CDKN2AIP,5
ING2,6
RP11.367N14.3,1
RWDD4,31
TRAPPC11,16
STOX2,18
RP11.326I11.5,1
IRF2,21
RP11.326I11.3,1
CASP3,1
MLF1IP,22
ACSL1,673
SLC25A4,97
KIAA1430,5
SNX25,0
LRP2BP,50
ANKRD37,48
UFSP2,3
C4orf47,3
PDLIM3,42
SORBS2,42
TLR3,7
CYP4V2,11
KLKB1,0
F11,1
FAT1,60
RP11.818C3.1,0
FRG1,22
PLEKHG4B,32
CCDC127,3
SDHA,157
PDCD6,45
AHRR,2
C5orf55,6
EXOC3,105
CTD.2228K2.5,37
CTD.2228K2.7,9
TPPP,1
ZDHHC11,6
BRD9,39
TRIP13,2
NKD2,114
SLC12A7,98
SLC6A18,1
CLPTM1L,113
RP11.325I22.2,1
LPCAT1,9
MRPL36,22
NDUFS6,245
IRX4,106
IRX2,110
C5orf38,23
CTD.2008N3.1,1
ADAMTS16,1
KIAA0947,5
MED10,2
UBE2QL1,16
NSUN2,62
SRD5A1,149
CTD.2044J15.2,105
PAPD7,105
ADCY2,8
FASTKD3,3
MTRR,56
CTD.2072I24.1,1
MIR4458HG,57
SEMA5A,28
SNHG18,31
FAM173B,9
CCT5,84
CTD.2256P15.4,2
CMBL,1
MARCH6,74
ROPN1L,3
RP11.215G15.5,12
DAP,6
CTNND2,11
DNAH5,2
TRIO,38
FAM105A,1
FAM105B,2
ANKH,40
FBXL7,1
ZNF622,1
FAM134B,50
MYO10,22
CTD.2228A4.1,3
BASP1,25
CDH10,1
RP11.730N24.1,1
RP11.184E9.2,1
CDH9,2
CDH6,0
DROSHA,107
C5orf22,11
PDZD2,3
GOLPH3,71
CTD.2186M15.3,1
MTMR12,60
ZFR,141
SUB1,172
TARS,41
AMACR,3
C1QTNF3,5
RAI14,11
CTD.2517O10.6,1
RAD1,17
BRIX1,36
DNAJC21,32
PRLR,1
SPEF2,1
LMBRD2,4
SKP2,4
NADK2,11
RANBP3L,1
SLC1A3,25
NIPBL,22
C5orf42,53
NUP155,36
WDR70,14
GDNF.AS1,0
EGFLAM,10
LIFR,8
OSMR,3
RICTOR,49
FYB,7
DAB2,0
PTGER4,4
TTC33,3
PRKAA1,98
RPL37,448
C7,1
OXCT1,26
C5orf51,23
CCDC152,4
CTD.2325A15.5,0
SEPP1,262
CTD.2035E11.3,1
CTD.2201E18.3,1
ANXA2R,9
ZNF131,33
CTD.2636A23.2,2
HMGCS1,649
CCL28,7
C5orf28,7
PAIP1,19
NNT.AS1,2
NNT,83
MRPS30,9
RP11.53O19.3,4
HCN1,1
EMB,28
PARP8,9
CTD.2314G24.2,1
CTD.2203A3.1,7
PELO,2
ITGA1,3
CTD.2366F13.2,1
ITGA2,6
MOCS2,40
FST,8
NDUFS4,8
ARL15,4
SNX18,1
CCNO,55
DHX29,7
SKIV2L2,4
PPAP2A,74
SLC38A9,5
IL31RA,1
AC008914.1,1
CTD.2031P19.5,0
IL6ST,9
MAP3K1,16
MIER3,15
GPBP1,25
PLK2,100
RAB3C,14
PDE4D,2
PART1,1
DEPDC1B,1
ELOVL7,12
RP11.231G3.1,1
NDUFAF2,9
SMIM15,8
ZSWIM6,1
RP11.2O17.2,15
DIMT1,1
KIF2A,3
IPO11,5
RP11.158J3.2,4
HTR1A,1
RNF180,2
RGS7BP,3
SREK1IP1,10
CWC27,8
CENPK,9
PPWD1,85
TRIM23,5
CTC.534A2.2,19
TRAPPC13,33
SGTB,2
NLN,3
ERBB2IP,53
SREK1,105
MAST4,86
RP11.83M16.5,14
PIK3R1,78
SLC30A5,59
CCNB1,158
CENPH,1
MRPS36,60
CDK7,2
CCDC125,9
TAF9,40
RAD17,22
MARVELD2,90
OCLN,15
GTF2H2C,3
SERF1B,25
SMN2,9
SERF1A,23
SMN1,6
NAIP,2
GTF2H2,3
BDP1,10
MCCC2,30
MAP1B,47
MRPS27,23
PTCD2,2
RP11.389C8.3,2
ZNF366,3
TNPO1,104
FCHO2,23
RP11.60A8.1,0
BTF3,145
ANKRA2,27
UTP15,31
ARHGEF28,55
ENC1,48
HEXB,6
GFM2,78
NSA2,48
FAM169A,3
HMGCR,240
COL4A3BP,24
POLK,13
CTC.366B18.4,3
POC5,14
IQGAP2,38
F2R,32
RN7SL208P,1
AGGF1,8
ZBED3,53
ZBED3.AS1,1
PDE8B,5
WDR41,55
TBCA,84
AP3B1,2
SCAMP1,57
LHFPL2,2
ARSB,1
BHMT2,0
JMY,2
HOMER1,2
PAPD4,6
CMYA5,6
THBS4,3
SERINC5,2
ZFYVE16,5
DHFR,9
MTRNR2L2,155
MSH3,5
RASGRF2,22
CKMT2.AS1,1
CKMT2,41
ZCCHC9,19
SSBP2,16
CTD.2249K22.1,2
ATG10,13
RPS23,558
ATP6AP1L,6
TMEM167A,24
VCAN,13
EDIL3,21
COX7C,428
CTC.428H11.2,28
RASA1,21
CCNH,1
TMEM161B,82
TMEM161B.AS1,17
LINC00461,4
MEF2C,3
CETN3,2
MBLAC2,10
POLR3G,1
LYSMD3,1
GPR98,3
RP11.213H15.1,1
ARRDC3,24
RP11.348J24.2,3
NR2F1,1
POU5F2,1
FAM172A,2
ANKRD32,15
MCTP1,1
TTC37,31
RFESD,36
RHOBTB3,1
GLRX,48
AC008592.8,53
C5orf27,117
AC008592.5,10
ELL2,127
CAST,126
ERAP1,84
ERAP2,16
LNPEP,58
LIX1,3
RIOK2,0
RGMB.AS1,6
RGMB,15
CHD1,15
CTD.2007H13.3,1
FAM174A,47
SLCO4C1,19
PAM,21
GIN1,29
PPIP5K2,40
C5orf30,5
NUDT12,13
EFNA5,83
FBXL17,48
LINC01023,3
FER,2
CTD.2587M2.1,1
PJA2,21
MAN2A1,10
SLC25A46,7
WDR36,11
CAMK4,7
STARD4,6
NREP,108
EPB41L4A.AS1,39
RNU6.482P,0
APC,14
SRP19,9
CTC.487M23.8,1
REEP5,108
DCP2,58
MCC,8
YTHDC2,54
KCNN2,0
TRIM36,2
PGGT1B,9
FEM1C,8
TMED7,12
CDO1,2
ATG12,36
AP3S1,76
CTD.2287O16.4,0
COMMD10,2
SEMA6A,4
CTB.118N6.3,1
DTWD2,1
DMXL1,10
TNFAIP8,5
RNA5SP190,1
HSD17B4,131
SRFBP1,4
LOX,3
CTD.2544H17.2,1
SNCAIP,1
ENSG00000252295,0
SNX2,12
CTB.36H16.2,1
SNX24,2
PPIC,8
CEP120,24
CSNK1G3,9
RP11.257I8.2,4
RP11.425E13.1,10
GRAMD3,9
ALDH7A1,22
PHAX,57
LMNB1,2
MARCH3,1
C5orf63,102
MEGF10,2
PRRC1,17
CTXN3,1
CTC.228N24.3,2
SLC12A2,167
ISOC1,51
HINT1,116
LYRM7,13
CDC42SE2,9
RAPGEF6,2
FNIP1,57
ACSL6,7
P4HA2,9
PDLIM4,18
AC034220.3,1
SLC22A5,70
C5orf56,49
IRF1,232
RAD50,48
KIF3A,4
SEPT8,69
SOWAHA,10
SHROOM1,27
GDF9,2
UQCRQ,410
LEAP2,1
AFF4,46
ZCCHC10,46
HSPA4,31
CTB.49A3.5,1
FSTL4,1
C5orf15,61
VDAC1,133
TCF7,1
SKP1,101
PPP2CA,27
UBE2B,70
CDKN2AIPNL,1
PHF15,5
SAR1B,70
SEC24A,2
CAMLG,20
DDX46,15
C5orf24,43
TXNDC15,43
MIR4461,1
PCBD2,58
PITX1,7
H2AFY,138
CXCL14,303
CTC.321K16.4,1
SLC25A48,1
TGFBI,8
SMAD5,21
SPOCK1,47
KLHL3,3
HNRNPA0,34
MYOT,45
FAM13B,63
BRD8,60
CDC23,1
CDC25C,1
RP11.256P1.1,1
FAM53C,35
KDM3B,44
REEP2,20
EGR1,64
ETF1,38
HSPA9,223
LRRTM2,1
CTNNA1,155
SIL1,124
MATR3,94
PAIP2,14
SLC23A1,2
DNAJC18,4
ECSCR,76
TMEM173,12
UBE2D2,63
CXXC5,10
PSD2,9
NRG2,21
PURA,8
IGIP,6
CTB.131B5.5,11
CYSTM1,84
PFDN1,11
HBEGF,3
SLC4A9,3
ANKHD1,31
SRA1,100
APBB3,22
SLC35A4,165
CD14,102
TMCO6,3
NDUFA2,183
IK,8
DND1,1
WDR55,105
HARS,197
HARS2,36
ZMAT2,46
VTRNA1.1,2
VTRNA1.2,5
PCDHA4,1
PCDHB4,1
PCDHB16,1
PCDHB10,1
TAF7,38
PCDHGA2,1
PCDHGB4,1
DIAPH1,21
HDAC3,54
RELL2,1
FCHSD1,56
ARAP3,19
PCDH1,9
KIAA0141,195
RNF14,63
GNPDA1,3
NDFIP1,24
FGF1,13
ARHGAP26,12
NR3C1,7
YIPF5,18
KCTD16,6
PRELID2,1
SH3RF2,98
LARS,192
RBM27,9
TCERG1,62
PPP2R2B,1
STK32A,2
DPYSL3,50
JAKMIP2,2
C5orf46,1
SPINK5,254
FBXO38,12
ADRB2,1
SH3TC2,1
CTC.529P8.1,2
ABLIM3,5
AFAP1L1,17
GRPEL2,6
AC131025.8,5
MIR145,25
CTB.89H12.4,48
CSNK1A1,58
ARHGEF37,50
PPARGC1B,5
PDE6A,215
SLC26A2,103
HMGXB3,11
CSF1R,31
PDGFRB,5
SLC6A7,5
CAMK2A,130
TCOF1,3
CD74,234
RPS14,589
NDST1,38
SYNPO,52
RBM22,5
DCTN4,13
AC010441.1,3
ZNF300,2
GPX3,397
TNIP1,20
ANXA6,90
CCDC69,5
GM2A,153
SLC36A1,81
FAT2,16
SPARC,105
ATOX1,183
G3BP1,88
GRIA1,32
FAM114A2,28
MFAP3,5
GALNT10,1
SAP30L,8
CTB.158E9.1,1
LARP1,78
FAXDC2,124
CNOT8,57
GEMIN5,2
MRPL22,4
RNA5SP199,0
SGCD,2
MED7,13
CYFIP2,21
NIPAL4,10
THG1L,5
LSM11,1
CLINT1,22
CTC.436K13.6,2
EBF1,6
RNF145,27
UBLCP1,105
TTC1,5
PWWP2A,59
CCNJL,1
C1QTNF2,1
C5orf54,17
SLU7,3
PTTG1,5
MIR146A,1
CTC.348L5.1,5
RP11.109J4.1,9
GABRB2,4
GABRA1,9
GABRG2,6
CCNG1,59
NUDCD2,1
MAT2B,52
CTC.340A15.2,2
CTC.286N12.1,1
CTB.178M22.2,1
TENM2,13
WWC1,28
RARS,10
FBLL1,4
PANK3,12
SLIT3,2
SPDL1,10
FAM196B,0
FOXI1,14
LCP2,2
KCNMB1,4
GABRP,50
NPM1,253
FGF18,26
FBXW11,77
STK10,2
UBTD2,7
SH3PXD2B,25
NEURL1B,15
DUSP1,5
ERGIC1,56
RPL26L1,4
ATP6V0E1,128
CREBRF,51
STC2,4
BOD1,38
CTB.43E15.3,2
CTB.43E15.4,10
CPEB4,92
NSG2,22
RP11.267A15.1,1
MSX2,1
SFXN1,27
CPLX2,76
THOC3,4
RP11.826N14.2,1
FAM153B,5
SIMC1,2
KIAA1191,30
NOP16,78
HIGD2A,38
ARL10,8
CLTB,136
FAF2,101
RNF44,42
SNCB,18
TSPAN17,66
RP11.375B1.2,0
UNC5A,2
UIMC1,2
ZNF346.IT1,6
ZNF346,32
FGFR4,35
NSD1,66
RAB24,245
PRELID1,106
MXD3,20
LMAN2,175
RGS14,30
PFN3,1
F12,1
GRK6,4
PRR7,2
DBN1,88
PDLIM7,15
DOK3,0
DDX41,33
FAM193B,95
RP11.1277A3.3,10
TMED9,28
B4GALT7,10
FAM153A,1
RP11.423H2.3,33
FAM153C,1
N4BP3,33
RMND5B,21
NHP2,27
HNRNPAB,131
PHYKPL,65
COL23A1,39
CLK4,132
ZNF354A,34
ZFP2,75
GRM6,25
ZNF879,3
ADAMTS2,11
RUFY1,18
HNRNPH1,350
CANX,213
MGAT4B,58
SQSTM1,127
CTC.241N9.1,3
C5orf45,169
TBC1D9B,147
RNF130,16
MAPK9,19
CTB.129O4.1,2
GFPT2,18
CNOT6,1
SCGB3A1,27
FLT4,3
MGAT1,93
LINC00847,27
ZFP62,66
BTNL9,105
CTC.338M12.5,1
TRIM7,15
TRIM41,58
GNB2L1,486
TRIM52,17
CTC.338M12.4,1
TRIM52.AS1,7
AC138035.2,2
DUSP22,118
IRF4,12
EXOC2,4
FOXQ1,8
FOXC1,77
GMDS,46
MYLK4,1
WRNIP1,71
SERPINB1,3
SERPINB9,4
SERPINB6,130
LINC01011,1
RP1.90J20.8,4
NQO2,155
RP1.90J20.11,1
RIPK1,81
BPHL,62
TUBB2A,28
TUBB2B,3
PSMG4,45
SLC22A23,22
PXDC1,13
FAM50B,28
RP1.140K8.5,1
PRPF4B,75
ECI2,84
RP3.400B16.4,1
RNA5SP202,15
CDYL,103
RPP40,3
RP11.428J1.5,1
LYRM4,67
RP1.232P20.1,2
FARS2,9
NRN1,23
F13A1,3
LY86.AS1,3
LY86,0
RP1.80N2.3,1
RP1.80N2.2,3
RP3.429O6.1,122
RREB1,93
RP11.69L16.4,1
SSR1,30
RIOK1,1
DSP,307
BMP6,0
BLOC1S5,9
EEF1E1,32
SLC35B3,7
TFAP2A,263
GCNT2,45
PAK1IP1,21
TMEM14C,19
TMEM14B,13
SYCP2L,4
ELOVL2,2
SMIM13,23
NEDD9,7
TMEM170B,3
ADTRP,153
RP11.456H18.2,66
HIVEP1,1
RNU1.11P,4
RP1.257A7.5,1
TBC1D7,6
GFOD1,23
SIRT5,40
NOL7,21
RANBP9,49
MCUR1,47
RNF182,2
CD83,3
JARID2,15
DTNBP1,2
MYLIP,28
GMPR,12
ATXN1,2
RP1.151F17.2,2
CAP2,24
FAM8A1,11
NUP153,16
KIF13A,17
TPMT,5
KDM1B,3
DEK,46
ID4,37
MBOAT1,21
E2F3,2
CDKAL1,26
SOX4,27
CASC15,4
NRSN1,1
MRS2,2
GPLD1,2
ALDH5A1,63
TDP2,15
RP1.30M3.5,3
ACOT13,70
C6orf62,134
GMNN,47
AL512428.1,3
FAM65B,18
LRRC16A,3
TRIM38,6
U91328.19,0
HIST1H2BB,1
HIST1H1C,41
HFE,1
HIST1H4C,8
HIST1H2AC,18
HIST1H1E,4
HIST1H2BD,40
HIST1H4E,7
HIST1H1D,10
HIST1H2BH,1
BTN3A2,9
BTN2A2,2
BTN3A1,69
BTN3A3,2
BTN2A1,1
HCG11,3
ABT1,6
RP11.457M11.2,4
RP11.457M11.5,4
LINC00240,1
HIST1H2AG,1
HIST1H2BK,14
HIST1H4I,1
ZNF391,2
ZNF184,37
HIST1H2BO,0
OR2B6,0
RP1.313I6.12,1
ZNF165,7
ZSCAN16,3
ZSCAN16.AS1,22
ZSCAN9,1
ZKSCAN4,78
ZSCAN31,30
SCAND3,1
AL121932.1,2
AL662890.3,1
XXbac.BPG308K3.6,1
TRIM27,58
OR2J1,5
OR2J3,1
UBD,4
GABBR1,218
MOG,1
HLA.F,121
HLA.F.AS1,51
HLA.G,1
HLA.A,304
ZNRD1.AS1,1
PPP1R11,24
RNF39,2
TRIM31,1
TRIM26,227
HCG18,1
TRIM39,2
RPP21,28
HLA.E,346
GNL1,7
PRR3,2
ABCF1,116
PPP1R10,34
MRPS18B,171
ATAT1,17
C6orf136,3
DHX16,4
PPP1R18,2
NRM,42
MDC1,86
TUBB,221
FLOT1,8
IER3,42
XXbac.BPG252P9.10,4
DDR1,224
VARS2,33
MUC21,2
CCHCR1,90
TCF19,29
HLA.C,344
HLA.B,590
XXbac.BPG181B23.7,77
MICA,13
HCP5,1
DDX39B,26
ATP6V1G2,11
NFKBIL1,17
LTA,1
LTB,49
LST1,8
NCR3,30
AIF1,2
PRRC2A,27
BAG6,207
APOM,12
C6orf47,67
GPANK1,14
CSNK2B,208
ABHD16A,103
LY6G6C,9
DDAH2,73
CLIC1,56
VARS,95
LSM2,59
HSPA1A,9
HSPA1B,34
C6orf48,29
NEU1,134
EHMT2,7
CFB,17
NELFE,76
SKIV2L,98
DXO,100
STK19,41
C4A,24
C4B,33
TNXB,19
ATF6B,36
FKBPL,1
PRRT1,46
PPT2,11
AGPAT1,219
PPT2.EGFL8,3
RNF5,73
AGER,126
PBX2,16
GPSM3,4
NOTCH4,23
HLA.DRA,117
HLA.DRB5,1
HLA.DRB1,74
HLA.DQA1,3
HLA.DQB1,2
HLA.DQB2,6
TAP2,105
PSMB8,104
TAPSAR1,19
TAP1,270
PSMB9,142
HLA.DMB,163
HLA.DMA,95
BRD2,60
HLA.DPA1,78
HLA.DPB1,70
COL11A2,0
RXRB,4
SLC39A7,58
HSD17B8,55
RING1,69
HCG25,1
VPS52,88
RPS18,604
B3GALT4,0
WDR46,49
PFDN6,71
RGL2,133
