gene,detected_spots
DCAF11,127
PSME1,126
EMC9,64
RP11.468E2.5,44
PSME2,275
RNF31,20
IRF9,1
REC8,13
IPO4,16
TM9SF1,1
CHMP4A,75
AL136419.6,1
NEDD8,115
GMPR2,35
TINF2,37
TGM1,5
RABGGTA,57
DHRS1,105
NOP9,76
LTB4R,167
ADCY4,229
RIPK3,4
NFATC4,79
NYNRIN,2
SDR39U1,92
KHNYN,5
STXBP6,17
NOVA1,12
FOXG1,6
C14orf23,1
RP11.269C4.2,1
G2E3,4
SCFD1,92
COCH,2
STRN3,15
AP4S1,0
HECTD1,50
DTD2,1
NUBPL,106
ARHGAP5,39
RNU6.7,8
RNU6.8,4
AKAP6,7
NPAS3,1
EGLN3,1
SPTSSA,181
EAPP,1
RNU1.27P,2
RNU1.28P,7
SNX6,97
CFL2,7
BAZ1A,41
RP11.73E17.2,1
SRP54,8
FAM177A1,23
PPP2R3C,36
KIAA0391,1
PSMA6,7
RP11.561B11.3,3
NFKBIA,141
RALGAPA1,62
BRMS1L,1
MBIP,1
SLC25A21.AS1,6
RP11.356O9.1,1
CTD.2142D14.1,1
CLEC14A,48
LINC00639,1
SEC23A,33
GEMIN2,2
TRAPPC6B,24
PNN,64
FBXO33,14
LRFN5,1
C14orf28,5
KLHL28,32
FAM179B,9
PRPF39,50
FKBP3,130
FANCM,3
MIS18BP1,7
MDGA2,4
RPS29,601
RN7SL1,34
RPL36AL,89
MGAT2,2
DNAAF2,4
RP11.831F12.2,3
KLHDC1,0
KLHDC2,90
AL627171.2,1
NEMF,24
RN7SL3,3
RN7SL2,58
ARF6,11
RP11.58E21.3,1
VCPKMT,2
SOS2,4
L2HGDH,4
ATP5S,2
RP11.247L20.4,1
MAP4K5,40
ATL1,1
RP11.248J18.3,3
NIN,65
ABHD12B,23
RP11.218E20.5,3
PYGL,2
RP11.218E20.3,1
TRIM9,34
TMX1,36
LINC00640,7
FRMD6.AS2,1
FRMD6,19
RP11.280K24.4,4
GNG2,19
C14orf166,23
NID2,64
TXNDC16,2
GPR137C,2
ERO1L,72
PSMC6,103
STYX,3
GNPNAT1,20
FERMT2,37
DDHD1,82
CNIH1,30
GMFB,26
CGRRF1,1
SAMD4A,25
GCH1,2
SOCS4,29
MAPK1IP1L,27
LGALS3,133
FBXO34,10
ATG14,81
TBPL2,2
KTN1.AS1,6
KTN1,84
PELI2,1
TMEM260,33
EXOC5,50
AP5M1,35
RP11.932A10.1,0
NAA30,18
ACTR10,31
PSMA3,75
RP11.349A22.5,200
ARID4A,7
TIMM9,21
KIAA0586,1
DAAM1,75
GPR135,1
JKAMP,82
RTN1,24
PCNXL4,14
DHRS7,6
CTD.2184C24.2,19
PPM1A,81
SIX4,2
MNAT1,25
TRMT5,2
SLC38A6,19
TMEM30B,9
PRKCH,8
RP11.47I22.2,1
HIF1A,76
SNAPC1,4
RP11.355I22.7,11
RHOJ,102
PPP2R5E,13
WDR89,2
SGPP1,1
SYNE2,72
CTD.2555O16.4,35
MTHFD1,20
CTD.2555O16.3,28
AKAP5,17
ZBTB25,6
ZBTB1,48
HSPA2,5
PLEKHG3,77
SPTB,6
CHURC1,36
RAB15,145
FNTB,9
MAX,36
FUT8,6
RP11.862P13.1,1
GPHN,19
FAM71D,2
MPP5,82
ATP6V1D,35
EIF2S1,113
PLEK2,32
TMEM229B,3
PLEKHH1,238
PIGH,36
VTI1B,19
ARG2,1
RDH11,367
RDH12,1
ZFYVE26,10
CTD.2325P2.4,7
ZFP36L1,97
ACTN1,175
DCAF5,27
EXD2,11
GALNT16,29
ERH,95
SLC39A9,77
CCDC177,1
KIAA0247,22
SRSF5,281
SMOC1,11
COX16,7
SYNJ2BP,3
RNU6.659P,1
MED6,44
MAP3K9,5
RP6.65G23.3,3
PCNX,30
RP1.261D10.2,8
SIPA1L1,116
DPF3,1
DCAF4,2
ZFYVE1,9
RBM25,181
PSEN1,77
PAPLN,17
NUMB,92
C14orf169,5
HEATR4,5
ACOT1,61
ACOT2,162
ACOT4,12
DNAL1,6
PNMA1,6
ELMSAN1,22
RP5.1021I20.2,0
PTGR2,39
COQ6,8
ENTPD5,3
CCDC176,1
ALDH6A1,40
LIN52,44
ABCD4,95
SYNDIG1L,3
NPC2,40
ISCA2,42
LTBP2,66
AREL1,14
YLPM1,83
DLST,11
RPS6KL1,13
PGF,18
EIF2B2,5
MLH3,44
ACYP1,30
ZC2HC1C,1
NEK9,44
TMED10,72
FOS,75
JDP2,6
FLVCR2,3
C14orf1,87
IFT43,13
GPATCH2L,7
ESRRB,3
VASH1,13
RP11.488C13.5,3
ANGEL1,2
C14orf166B,1
RP11.7F17.7,1
IRF2BPL,53
KIAA1737,19
ZDHHC22,11
TMEM63C,52
POMT2,5
GSTZ1,139
TMED8,4
AHSA1,45
SPTLC2,39
ALKBH1,7
SLIRP,46
SNW1,19
ADCK1,73
NRXN3,5
DIO2,4
GTF2A1,40
STON2,0
SEL1L,116
FLRT2,20
GALC,5
KCNK10,1
SPATA7,149
PTPN21,23
ZC3H14,15
EML5,2
TTC8,29
FOXN3,15
FOXN3.AS1,9
EFCAB11,1
TDP1,28
PSMC1,63
NRDE2,27
CALM1,313
TTC7B,22
RPS6KA5,2
C14orf159,76
GPR68,7
CCDC88C,3
SMEK1,49
TC2N,19
FBLN5,1
TRIP11,13
RP11.529H20.6,82
ATXN3,7
NDUFB1,180
CPSF2,117
RIN3,18
LGMN,33
GOLGA5,37
CHGA,10
ITPK1,37
MOAP1,41
BTBD7,18
UNC79,3
FAM181A,2
OTUB2,87
DDX24,70
IFI27L1,11
IFI27,137
IFI27L2,56
PPP4R4,2
SERPINA6,1
DICER1,83
CLMN,18
LINC00341,13
SNHG10,3
GLRX5,106
LINC00617,1
C14orf132,19
BDKRB2,1
ATG2B,36
GSKIP,33
PAPOLA,35
RP11.433J8.1,1
VRK1,21
C14orf64,1
BCL11B,15
SETD3,53
CCNK,101
CCDC85C,39
RP11.543C4.1,1
HHIPL1,1
CYP46A1,14
EML1,28
EVL,129
DEGS2,34
YY1,52
SLC25A29,49
RP11.638I2.6,1
WARS,244
WDR25,1
BEGAIN,10
MEG3,220
RP11.123M6.2,1
SNORD113.3,2
SNORD113.4,3
AL132709.8,0
MEG9,1
DIO3OS,2
PPP2R5C,81
DYNC1H1,198
HSP90AA1,279
WDR20,25
MOK,72
AL137229.1,1
ZNF839,53
CINP,98
TECPR2,3
ANKRD9,27
RCOR1,10
TRAF3,7
CDC42BPB,48
EXOC3L4,1
TNFAIP2,105
RP11.45P15.4,1
EIF5,106
MARK3,32
CKB,148
TRMT61A,157
BAG5,36
AL139300.1,1
APOPT1,62
RP11.894P9.1,1
RP11.73M18.8,1
KLC1,173
XRCC3,2
RP11.73M18.9,0
ZFYVE21,84
PPP1R13B,71
C14orf2,372
TDRD9,3
TMEM179,3
INF2,136
ADSSL1,7
SIVA1,83
AKT1,14
ZBTB42,1
CTD.3051D23.4,1
CEP170B,34
AHNAK2,100
C14orf79,77
CDCA4,47
GPR132,5
RP11.44N21.1,3
JAG2,141
NUDT14,43
BTBD6,52
BRF1,10
PACS2,335
RP11.521B24.3,1
MTA1,48
CRIP2,222
CRIP1,15
C14orf80,19
TMEM121,2
IGHE,12
IGHG4,18
IGHG2,17
RP11.731F5.2,1
IGHG1,46
IGHG3,17
IGHM,1
RNA5SP389,4
GOLGA6L6,0
GOLGA6L1,0
TUBGCP5,14
CYFIP1,24
NIPA2,16
NIPA1,11
RP11.467N20.5,0
MAGEL2,1
NDN,7
SNURF,1
SNRPN,4
PWAR6,48
SNHG14,30
UBE3A,55
ATP10A,100
RP11.1084I9.1,1
GABRB3,13
GABRA5,13
HERC2,37
APBA2,70
NDNL2,3
FAM189A1,7
TJP1,27
AC026150.5,1
CTD.3092A11.2,31
RP11.932O9.9,42
ARHGAP11B,12
FAN1,69
MTMR10,31
KLF13,79
ARHGAP11A,5
RP11.1000B6.2,1
SCG5,20
FMN1,12
RYR3,5
EMC7,23
KATNBL1,102
EMC4,18
NOP10,16
LPCAT4,7
GOLGA8A,199
GOLGA8B,49
GJD2,1
ACTC1,8
AQR,4
ZNF770,84
DPH6.AS1,21
C15orf41,1
SPRED1,16
FAM98B,3
RASGRP1,24
THBS1,20
GPR176,2
SRP14,240
BMF,0
PAK6,24
PLCB2,4
LINC00984,2
C15orf52,7
DISP2,6
KNSTRN,35
IVD,57
BAHD1,5
CHST14,1
C15orf57,3
RPUSD2,1
RMDN3,142
GCHFR,100
DNAJC17,2
ZFYVE19,3
RP11.532F12.5,123
SPINT1,84
RHOV,73
VPS18,23
DLL4,2
INO80,13
CHP1,299
OIP5.AS1,251
NUSAP1,99
NDUFAF1,3
RTF1,56
ITPKA,7
RPAP1,5
TYRO3,11
MGA,7
RP11.107F6.3,1
MAPKBP1,50
JMJD7.PLA2G4B,81
SPTBN5,125
RP11.23P13.6,17
PLA2G4E,116
PLA2G4D,18
PLA2G4F,4
VPS39,37
TMEM87A,53
RP11.164J13.1,1
ZNF106,75
RP11.265N6.1,1
SNAP23,3
LRRC57,24
HAUS2,1
STARD9,2
CDAN1,16
TTBK2,8
UBR1,3
RP11.473C18.3,2
TMEM62,3
CCNDBP1,33
TGM5,65
ADAL,70
ZSCAN29,5
TUBGCP4,3
TP53BP1,5
MAP1A,45
PPIP5K1,71
CKMT1B,291
CATSPER2,34
CKMT1A,203
STRC,28
RNU6.353P,0
PDIA3,45
AC018512.1,4
SERINC4,1
SERF2,341
HYPK,14
WDR76,26
FRMD5,1
CASC4,7
CTDSPL2,14
EIF3J.AS1,13
EIF3J,22
SPG11,1
B2M,608
TRIM69,19
SORD,121
DUOX2,11
DUOXA1,89
DUOX1,167
CTD.2651B20.7,13
SHF,3
CTD.2651B20.6,11
GATM,9
BLOC1S6,78
SQRDL,23
SEMA6D,4
MYEF2,6
DUT,112
FBN1,3
CEP152,60
SHC4,0
EID1,19
SECISBP2L,64
COPS2,2
FAM227B,2
GALK2,0
DTWD1,3
RP11.353B9.1,6
SLC27A2,74
HDC,6
GABPB1,49
U6,2
GABPB1.AS1,2
USP8,14
TRPM7,33
SPPL2A,63
AP4E1,1
TNFAIP8L3,3
CYP19A1,0
GLDN,38
DMXL2,73
SCG3,13
LYSMD2,4
TMOD2,15
RP11.56B16.5,0
TMOD3,27
LEO1,17
MAPK6,12
GNB5,96
MYO5C,2
MYO5A,11
ARPP19,45
FAM214A,5
ONECUT1,2
UNC13C,12
RSL24D1,37
RAB27A,23
PIGB,8
CCPG1,2
PYGO1,2
PRTG,5
NEDD4,17
RFX7,1
ZNF280D,32
ENSG00000239035,3
TCF12,24
CTD.2515H24.3,1
CGNL1,138
POLR2M,5
ALDH1A2,0
RP11.355N15.1,1
ADAM10,118
RP11.30K9.6,1
FAM63B,41
SLTM,182
RNF111,7
MYO1E,4
RP11.356M20.3,1
FAM81A,4
GTF2A2,3
BNIP2,88
ANXA2,245
RORA,48
VPS13C,79
RP11.1069G10.1,85
TLN2,75
RP11.244F12.3,77
TPM1,328
LACTB,34
RPS27L,153
RAB8B,1
APH1B,6
CA12,134
USP3,138
HERC1,82
DAPK2,92
FAM96A,12
SNX1,75
SNX22,15
PPIB,64
CSNK1G1,55
KIAA0101,54
TRIP4,11
RP11.702L15.4,2
ZNF609,68
OAZ2,15
PLEKHO2,25
ANKDD1A,60
SPG21,9
MTFMT,1
RASL12,3
UBAP1L,47
PDCD7,64
CLPX,43
RNU5A.1,2
RNU5B.1,1
DPP8,5
PTPLAD1,37
VWA9,86
SLC24A1,0
DENND4A,1
ENSG00000238311,4
RAB11A,45
MEGF11,6
DIS3L,58
SCARNA14,2
TIPIN,2
MAP2K1,37
CTD.3185P2.1,1
SNAPC5,59
RPL4,418
SMAD3,114
AAGAB,6
IQCH,3
C15orf61,31
MAP2K5,10
RNU6.1,4
PIAS1,2
CALML4,8
CLN6,117
RP11.315D16.4,1
FEM1B,103
ITGA11,16
CORO2B,1
ANP32A,6
SPESP1,1
NOX5,4
GLCE,35
RNA5SP398,0
RP11.253M7.6,2
PAQR5,2
KIF23,4
RPLP1,714
TLE3,23
UACA,28
LARP6,2
LRRC49,10
THSD4,4
CTD.2524L6.3,1
MYO9A,18
GRAMD2,1
PKM,234
PARP6,197
HEXA,54
ARIH1,36
RP11.1006G14.4,5
GOLGA6B,1
BBS4,18
ADPGK,95
NEO1,9
NPTN,140
CD276,12
LOXL1,16
STOML1,78
PML,201
GOLGA6A,2
ISLR,4
CCDC33,2
CTD.2311M21.3,4
SEMA7A,6
UBL7,4
UBL7.AS1,6
ARID3B,3
CLK3,8
EDC3,200
CYP1A2,0
CSK,16
RP11.414J4.2,1
ULK3,224
SCAMP2,10
MPI,3
FAM219B,383
COX5A,274
RPP25,18
SCAMP5,87
PPCDC,23
C15orf39,20
RP11.69H7.2,1
GOLGA6C,2
GOLGA6D,1
COMMD4,79
NEIL1,41
MAN2C1,131
SIN3A,44
PTPN9,2
SNUPN,64
IMP3,25
SNX33,1
CSPG4,127
AC105020.1,47
SNORD112,0
UBE2Q2,1
FBXO22,1
NRG4,36
ETFA,183
SCAPER,40
RCN2,27
TSPAN3,30
PEAK1,3
HMG20A,1
LINGO1,15
RP11.114H24.3,1
TBC1D2B,13
CIB2,5
IDH3A,55
ACSBG1,621
DNAJA4,106
WDR61,21
IREB2,11
HYKK,28
PSMA4,188
MORF4L1,74
CTSH,189
RASGRF1,5
RP11.16K12.1,1
TMED3,290
KIAA1024,1
ST20,49
ZFAND6,60
FAH,119
RP11.2E17.1,11
ARNT2,27
ABHD17C,28
KIAA1199,1
MESDC2,19
MESDC1,5
IL16,6
STARD5,12
EFTUD1,15
FAM154B,2
GOLGA6L10,1
GOLGA6L9,25
RPS17,435
RP13.996F3.5,4
RP13.996F3.4,1
ENSG00000196648,19
RPS17L,408
CPEB1,12
RP11.752G15.3,6
AP3B2,9
SCARNA15,11
WHAMM,9
HOMER2,85
FAM103A1,7
C15orf40,48
BTBD1,45
SH3GL3,2
ADAMTSL3,1
GOLGA6L4,9
RP11.182J1.12,1
ZSCAN2,1
WDR73,17
NMB,12
SEC11A,132
ZNF592,63
PDE8A,34
AKAP13,86
KLHL25,5
NTRK3,5
MRPL46,31
MRPS11,173
RP11.97O12.6,3
ISG20,21
HAPLN3,89
MFGE8,35
ABHD2,18
FANCI,80
POLG,147
RP11.217B1.2,4
RHCG,36
KIF7,30
PLIN1,5
PEX11A,50
WDR93,0
MESP1,1
ANPEP,1
AP3S2,83
C15orf38,6
RP11.617F23.1,25
IDH2,202
SEMA4B,12
CIB1,130
TTLL13,9
RP11.697E2.6,1
NGRN,16
IQGAP1,63
CRTC3,1
BLM,4
FURIN,98
FES,9
MAN2A2,82
HDDC3,47
UNC45A,15
RCCD1,2
PRC1,7
VPS33B,10
SV2B,50
SLCO3A1,7
FAM174B,8
CTD.2313J17.1,1
AC013394.2,34
CHD2,54
RGMA,25
RP11.4F5.2,1
CTD.2576F9.2,1
NR2F2,10
RP11.522B15.7,19
ARRDC4,11
IGF1R,4
SYNM,15
TTC23,54
LRRC28,1
MEF2A,87
LYSMD4,25
CTD.3076O17.1,4
ADAMTS17,1
SPATA41,1
CERS3,33
RP11.526I2.5,37
LINS,2
ASB7,1
ALDH1A3,103
LRRK1,1
CHSY1,35
VIMP,102
SNRPA1,60
PCSK6,2
TM2D3,20
TARSL2,14
MIR1302.10,2
WASH4P,74
POLR3K,78
SNRNP25,28
RHBDF1,179
MPG,63
NPRL3,114
HBA2,46
HBA1,34
LA16c.OS12.2,40
LUC7L,167
ITFG3,174
RGS11,8
ARHGDIG,2
PDIA2,6
AXIN1,29
MRPL28,114
TMEM8A,59
NME4,101
DECR2,12
RAB11FIP3,39
CAPN15,30
PIGQ,198
RAB40C,58
WFIKKN1,2
C16orf13,157
FAM195A,66
WDR90,15
RHOT2,276
RHBDL1,1
STUB1,146
JMJD8,30
WDR24,2
LA16c.313D11.12,2
FBXL16,25
METRN,23
FAM173A,73
HAGHL,61
NARFL,154
RPUSD1,38
CHTF18,9
LMF1,162
RP11.161M6.2,15
SOX8,8
SSTR5.AS1,0
CACNA1H,1
TPSAB1,1
UBE2I,57
TSR3,22
BAIAP3,11
GNPTG,104
UNKL,32
C16orf91,2
CCDC154,6
CLCN7,76
TELO2,14
IFT140,4
CRAMP1L,1
HN1L,20
MAPK8IP3,164
NME3,174
MRPS34,58
EME2,93
SPSB3,168
NUBP2,49
HAGH,105
FAHD1,40
RN7SL367P,1
HS3ST6,89
MSRB1,290
NDUFB10,234
RPS2,422
SNHG9,145
TBL3,77
NOXO1,1
GFER,21
SYNGR3,4
ZNF598,9
SLC9A3R2,51
NTHL1,117
TSC2,90
PKD1,140
RAB26,8
RP11.304L19.5,142
TRAF7,77
CASKIN1,12
MLST8,53
BRICD5,9
PGP,47
E4F1,89
DNASE1L2,233
ECI1,82
RNPS1,149
MIR940,14
ABCA3,27
RP11.715J22.3,8
CCNF,131
C16orf59,2
TBC1D24,23
AMDHD2,27
RP11.20I23.13,2
RP11.20I23.11,2
PDPK1,12
CTD.3126B10.4,2
ERVK13.1,6
KCTD5,6
PRSS27,3
SRRM2.AS1,1
SRRM2,290
TCEB2,195
PRSS21,4
ZG16B,74
PRSS22,5
FLYWCH2,59
FLYWCH1,196
KREMEN2,57
PKMYT1,2
PAQR4,4
LA16c.380H5.5,76
TNFRSF12A,33
HCFC1R1,14
THOC6,128
CCDC64B,85
IL32,1
ZNF205,1
RP11.473M20.14,75
ZNF213,8
RP11.473M20.16,1
ZNF200,42
ZNF263,56
TIGD7,1
LA16c.360H6.3,1
ZNF75A,11
MTRNR2L4,38
ZSCAN32,1
NAA60,1
CLUAP1,11
DNASE1,5
TRAP1,226
CREBBP,101
RP11.462G12.2,1
RP11.462G12.1,58
ADCY9,3
TFAP4,1
AC005356.1,4
GLIS2,1
PAM16,1
CORO7,8
VASN,4
DNAJA3,54
NMRAL1,176
HMOX2,71
CDIP1,131
UBALD1,8
MGRN1,16
NUDT16L1,69
ANKS3,6
ZNF500,2
SMIM22,2
ROGDI,127
GLYR1,61
UBN1,8
PPL,111
SEC14L5,10
NAGPA,20
C16orf89,1
FAM86A,7
RBFOX1,30
METTL22,10
ABAT,3
TMEM186,5
PMM2,2
CARHSP1,16
USP7,70
RP11.77H9.8,8
RP11.473I1.9,2
RP11.473I1.10,83
C16orf72,31
RP11.297M9.2,3
GRIN2A,5
ATF7IP2,3
RP11.27M24.1,2
EMP2,258
NUBP1,90
TVP23A,4
CIITA,79
DEXI,7
RP11.876N24.4,2
RP11.66H6.3,3
CLEC16A,25
CTD.3088G3.8,6
LITAF,42
SNN,20
TXNDC11,3
RP11.490O6.2,2
ZC3H7A,33
RSL1D1,100
GSPT1,46
RP11.166B2.1,2
SNX29,1
CPPED1,1
SHISA9,10
CTD.2135D7.2,3
CTD.2135D7.4,1
MKL2,177
RP11.65J21.3,0
PARN,2
BFAR,28
NPIPA3,52
NPIPA2,56
NOMO1,76
MIR3179.1,1
NPIPA1,138
RP11.680G24.5,7
NTAN1,192
RRN3,9
PDXDC1,16
RP11.1186N24.5,22
NPIPA5,23
MPV17L,7
C16orf45,29
KIAA0430,48
MYH11,207
FOPNL,55
ABCC1,7
ABCC6,14
NOMO3,52
RP11.517A5.4,1
AC138969.4,115
NPIPA7,135
XYLT1,2
NPIPA8,137
RP11.1212A22.4,150
ENSG00000206927,1
NOMO2,50
RPS15A,423
ARL6IP1,136
SMG1,108
COQ7,2
ITPRIPL2,16
SYT17,10
GDE1,56
CCP110,44
C16orf62,6
KNOP1,32
IQCK,2
GPRC5B,29
UMOD,1
ACSM2A,1
ACSM1,1
THUMPD1,12
ACSM3,82
ERI2,5
LYRM1,40
TMEM159,108
ZP2,1
ANKS4B,1
NPIPB3,134
METTL9,86
NPIPB4,162
UQCRC2,180
C16orf52,5
RP11.101E7.2,1
VWA3A,1
EEF2K,11
POLR3E,62
CDR2,0
RP11.21M24.3,0
NPIPB5,157
USP31,4
SCNN1G,2
SCNN1B,6
COG7,8
CTD.2270L9.2,1
CTD.2270L9.4,1
GGA2,51
EARS2,8
UBFD1,13
NDUFAB1,51
PALB2,4
DCTN5,28
CTD.2196E14.4,2
PLK1,53
ERN2,1
CHP2,0
PRKCB,4
CACNG3,7
RBBP6,45
TNRC6A,115
ARHGAP17,7
LCMT1,3
AQP8,12
HS3ST4,5
KDM8,1
CTD.3203P2.1,1
NSMCE1,13
CTD.3203P2.2,1
IL4R,4
GTF3C1,142
KIAA0556,2
GSG1L,1
XPO6,48
SBK1,4
NPIPB6,5
EIF3CL,140
NPIPB7,3
CLN3,36
APOBR,4
NUPR1,298
CCDC101,22
SULT1A2,1
SULT1A1,11
NPIPB8,3
EIF3C,144
NPIPB9,2
ATXN2L,58
TUFM,332
SH2B1,113
RABEP2,7
RP11.264B17.2,1
NFATC2IP,100
LAT,37
CTB.134H23.2,32
NPIPB11,84
RP11.345J4.5,46
BOLA2,1
SLX1B,45
SULT1A4,1
RP11.345J4.3,1
RP11.231C14.4,83
SPN,1
QPRT,26
KIF22,9
AC009133.14,1
MAZ,40
PRRT2,33
AC009133.12,1
MVP,109
CDIPT,9
CDIPT.AS1,5
SEZ6L2,10
KCTD13,4
ASPHD1,3
TMEM219,226
TAOK2,21
HIRIP3,1
INO80E,50
DOC2A,32
FAM57B,12
ALDOA,523
PPP4C,66
TBX6,33
YPEL3,233
RP11.455F5.3,0
GDPD3,21
MAPK3,31
CORO1A,3
BOLA2B,70
SLX1A,53
SLX1A.SULT1A3,1
RP11.347C12.3,3
RP11.347C12.1,109
CD2BP2,49
TBC1D10B,82
MYLPF,1
SEPT1,3
ZNF48,5
ZNF771,4
DCTPP1,187
SEPHS2,93
ITGAL,6
ZNF768,2
ZNF688,1
ZNF785,10
AC002310.7,1
PRR14,20
FBRS,8
RP11.146F11.1,10
SRCAP,58
PHKG2,152
C16orf93,1
RNF40,163
ZNF629,8
BCL7C,18
MIR4519,44
FBXL19,1
ORAI3,2
AC135048.13,1
SETD1A,106
HSD3B7,13
STX1B,57
STX4,183
ZNF668,9
ZNF646,1
VKORC1,84
BCKDK,194
KAT8,89
PRSS8,155
RP11.388M20.2,3
FUS,255
PYCARD,38
ITGAM,1
ITGAX,2
RP11.452L6.1,6
ARMC5,5
TGFB1I1,34
SLC5A2,3
C16orf58,31
AHSP,5
ZNF720,13
ZNF267,16
TP53TG3D,13
TP53TG3,1
RP11.989E6.3,5
TP53TG3C,2
RP11.23E10.3,1
RP11.812E19.3,6
RNA5.8SP2,5
SHCBP1,6
VPS35,14
ORC6,12
C16orf87,3
GPT2,291
DNAJA2,101
NETO2,7
ITFG1,23
PHKB,111
LONP2,108
SIAH1,4
N4BP1,80
CNEP1R1,5
HEATR3,15
PAPD5,23
ADCY7,3
BRD7,52
SNX20,55
RP11.401P9.5,2
NOD2,7
CYLD,62
SALL1,11
CHD9,18
RBL2,1
AKTIP,4
RPGRIP1L,1
FTO,44
RP11.324D17.1,24
IRX3,228
CRNDE,56
IRX5,24
CTD.3032H12.2,1
IRX6,159
RP11.26L20.3,15
MMP2,8
CAPNS2,41
SLC6A2,6
CES5A,1
RP11.355E10.1,1
GNAO1,29
AMFR,8
NUDT21,55
OGFOD1,5
BBS2,16
MT3,105
MT2A,231
RP11.249C24.10,0
MT1E,96
MT1M,18
MT1F,6
MT1G,24
MT1H,2
MT1X,110
NUP93,2
HERPUD1,77
NLRC5,330
CPNE2,2
FAM192A,56
RSPRY1,4
ARL2BP,4
CX3CL1,108
CCL17,8
CIAPIN1,35
COQ9,41
POLR2C,31
DOK4,3
CCDC102A,3
GPR56,126
KATNB1,5
KIFC3,97
CNGB1,1
ZNF319,1
USB1,55
MMP15,13
C16orf80,2
CSNK2A2,25
CCDC113,1
GINS3,41
NDRG4,69
SETD6,50
CNOT1,22
SLC38A7,2
GOT2,17
CDH8,1
RN7SKP76,1
CDH11,7
RP11.513N24.1,2
CDH5,1
BEAN1,18
TK2,32
CKLF,26
CMTM3,4
CMTM4,22
DYNC1LI2,117
NAE1,10
CA7,7
PDP2,8
RP11.61A14.3,3
CDH16,2
FAM96B,26
CES2,43
CES3,72
CES4A,71
CBFB,29
C16orf70,22
TRADD,28
FBXL8,1
HSF4,95
NOL3,85
KIAA0895L,96
EXOC3L1,1
E2F4,95
ELMO3,38
LRRC29,0
TMEM208,151
FHOD1,180
SLC9A5,5
PLEKHG4,6
TPPP3,3
ZDHHC1,26
ATP6V0D1,17
AGRP,2
FAM65A,42
CTD.2012K14.7,35
CTD.2012K14.6,9
CTCF,83
RLTPR,6
ACD,86
PARD6A,5
ENKD1,49
C16orf86,1
GFOD2,9
RANBP10,14
TSNAXIP1,2
CENPT,58
THAP11,1
NUTF2,167
EDC4,1
CTC.479C5.10,2
PSKH1,14
CTRL,5
CTC.479C5.12,3
PSMB10,26
LCAT,28
SLC12A4,7
DUS2,80
RP11.96D1.11,94
NFATC3,3
ESRP2,111
PLA2G15,5
SLC7A6OS,27
SLC7A6,109
PRMT7,145
SMPD3,11
ZFP90,1
CDH3,63
CDH1,195
CHTF8,92
CIRH1A,2
SNTB2,15
VPS4A,63
COG8,1
PDF,1
NIP7,7
TERF2,5
CYB5B,67
NFAT5,27
NQO1,4
NOB1,20
WWP2,2
CLEC18A,1
PDXDC2P,38
PDPR,12
FKSG63,1
EXOSC6,2
AARS,4
DDX19B,3
DDX19A,24
ST3GAL2,5
FUK,18
COG4,56
SF3B3,42
RP11.49C24.1,3
IL34,2
MTSS1L,14
VAC14.AS1,1
VAC14,51
HYDIN,0
CMTR2,28
ZNF23,8
RP11.510M2.2,27
ZNF19,4
MARVELD3,2
PHLPP2,3
RP11.432I5.4,1
AP1G1,64
ATXN1L,42
ZNF821,3
IST1,266
RP11.498D10.6,1
PKD1L3,3
DHODH,1
HP,1
HPR,5
TXNL4B,6
DHX38,14
PMFBP1,1
AC004158.3,1
ZFHX3,11
RP11.140I24.1,4
CTD.2009A10.1,1
PSMD7,179
AC009120.6,5
AC009120.5,5
NPIPB15,40
CLEC18B,14
RP11.252A24.7,25
GLG1,50
RFWD3,32
MLKL,28
FA2H,149
WDR59,105
ZNRF1,23
RP11.252E2.1,29
LDHD,141
ZFP1,1
BCAR1,6
CFDP1,14
TMEM170A,12
TMEM231,0
GABARAPL2,66
ADAT1,4
KARS,109
TERF2IP,76
CNTNAP4,4
RP11.96P7.1,11
MON1B,91
SYCE1L,3
NUDT7,20
VAT1L,1
RP11.319G9.3,2
WWOX,58
MAF,34
CDYL2,3
CMC2,81
CENPN,3
ATMIN,11
C16orf46,18
GCSH,79
GAN,9
CMIP,45
PLCG2,1
SDR42E1,5
HSD17B2,20
MPHOSPH6,9
CDH13,5
HSBP1,120
MLYCD,11
OSGIN1,1
NECAB2,0
MBTPS1,85
HSDL1,37
DNAAF1,9
TAF1C,127
RP11.486L19.2,43
ADAD2,21
KCNG4,1
WFDC1,4
ATP2C2,1
TLDC1,1
COTL1,32
KLHL36,48
USP10,113
CRISPLD2,14
ZDHHC7,83
KIAA0513,35
GSE1,11
GINS2,17
EMC8,2
COX4I1,403
IRF8,2
MTHFSD,43
C16orf95,1
FBXO31,212
RP11.178L8.9,1
MAP1LC3B,80
ZCCHC14,29
JPH3,29
FLJ00104,7
KLHDC4,6
SLC7A5,68
BANP,54
ZNF469,3
ZFPM1,5
ZC3H18,35
CYBA,112
MVD,598
SNAI3.AS1,3
RNF166,5
CTU2,16
PIEZO1,110
CDT1,0
APRT,322
GALNS,79
TRAPPC2L,85
CBFA2T3,1
ACSF3,63
LINC00304,0
SLC22A31,28
ANKRD11,44
SPG7,201
RPL13,698
CPNE7,1
CHMP1A,177
SPATA33,1
CDK10,150
SPATA2L,5
VPS9D1,108
VPS9D1.AS1,161
